item,itemLabel,startDate,endDate,sourceDate,psid
Q9182234,Chan Huo-shen,1998-02,2000-05-19,2022-11-21,Q9182234-A0A1FDE9-3C13-4611-A141-ED5D00B19E22
Q465280,Chen Chu,2000-05-20,2005-09-19,2022-11-21,Q465280-60FA09EA-E23E-4061-AB71-2487ED604545
Q6515593,Lee Ying-yuan,2005-09-19,2007-05-20,2022-11-21,Q6515593-DBD703B4-BB1F-4A05-AC66-3F6A4E27C3BC
Q8349957,Lu Tien-ling,2007-05-20,2008-05-19,2022-11-21,Q8349957-12B267EF-57F6-494B-817A-77864993864F
Q8983786,Wang Ju-hsuan,2008-05-20,2012-10-02,2022-11-21,Q8983786-2DF3FA22-679D-4A1E-A4D7-0DAB64135693
Q8280416,Pan Shih-wei,2012-10-02,2014-02-16,2022-11-21,Q8280416-468183E6-EE6F-4F4D-A27C-44286F4BA911
Q8280416,Pan Shih-wei,2014-02-17,2014-07-24,2022-11-21,Q8280416-CFD58B31-D180-4D02-BA90-4BC3BC1689F4
Q16193101,Hao Feng-ming,2014-07-24,2014-08-20,2022-11-21,Q16193101-A45D6CF7-B164-4F25-87E5-454CABD99600
Q18415739,Chen Hsiung-wen,2014-08-20,2016-05-19,2022-11-21,Q18415739-E54544B7-DD75-45E5-92BC-7825A200B194
Q16239701,Kuo Fang-yu,2016-05-20,2017-02-07,2022-11-21,Q16239701-43807001-B1A1-4C96-81E2-75F250E81863
Q24572279,Lin Mei-chu,2017-02-08,2018-02-26,,Q24572279-B147E928-C652-45EE-BF36-CD72348FB528
Q50170749,Hsu Ming-chun,2018-02-26,,,Q50170749-F62A2C12-3AF7-418B-A893-9461588DDBC1
