item,itemLabel,startDate,endDate,sourceDate,psid
Q8277119,Wang Chih-kang,1996-06-10,2000-05-20,2022-11-23,Q8277119-7F130A7F-A2E8-469C-9931-0CFE7F8F928F
Q6550038,Lin Hsin-i,2000-05-20,2002-02-01,2022-11-23,Q6550038-7CFD1495-FBB6-46AF-A032-6B480FDCED9C
Q9088556,Christine Tsung,2002-02-01,2002-03-01,2022-11-23,Q9088556-8F70B3C7-4CA8-42CB-9F68-FB384523F632
Q11106819,Lin Yi-fu,2002-03-21,2004-05-20,2022-11-23,Q11106819-A7BCD0D4-F4E0-441C-BE30-9BCF8E815616
Q8969972,Ho Mei-yueh,2004-05-20,2006-01-25,2022-11-23,Q8969972-726F00C5-AB58-4AE3-8166-9892217B613E
Q8968977,Morgan Hwang,2006-01-25,2006-08-09,2022-11-23,Q8968977-2ECF146A-8062-4518-A0AF-F0A6061DB025
Q8944291,Steve Chen,2006-08-09,2008-05-20,2022-11-23,Q8944291-B7CAE663-AE71-4936-9877-A6708CC1659D
Q8278721,Yiin Chii-ming,2008-05-20,2009-09-10,,Q8278721-39C509C6-6AC7-4744-98EE-63D8DCE6DACD
Q9146615,Shih Yen-shiang,2009-09-10,2013-02-18,2022-11-23,Q9146615-91604F25-8006-41F5-AC24-2A7690966D57
Q5071596,Chang Chia-juch,2013-02-18,2014-08-15,2022-11-23,Q5071596-E3903DA5-A532-4533-84BC-0454EFCCF61D
Q11099334,Woody Duh,2014-08-15,2014-12-08,2022-11-23,Q11099334-1ECC761E-A877-4147-8E8E-2A04CFDB4E5C
Q8951355,John Deng,2014-12-08,2016-05-20,2022-11-23,Q8951355-2B18CCD9-7E9B-4510-A7C8-27A1838C63D2
Q9195350,Chih-Kung Lee,2016-05-20,2017-08-15,2022-11-23,Q9195350-535CCDF9-36C9-4935-99B4-ABA9BEEB8634
Q16150359,Shen Jong-chin,2017-09-08,2020-06-19,,Q16150359-934F96DF-45E1-4F27-B637-CDCF9CD96482
Q15918515,Wang Mei-hua,2020-06-19,,,Q15918515-529CA06A-4D52-4BAF-8DE2-64BBEC9D40C6
